ÅR,Måned,regnr,navn,Attribute,Value
2020,12,53110,DSV Insurance A/S,Bruttoerstatningsprocent (Loss ratio),43.0
2020,12,53110,DSV Insurance A/S,Bruttoomkostningsprocent (Expense ratio),16.0
2020,12,53110,DSV Insurance A/S,Combined ratio,70.0
2020,12,53110,DSV Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),34.0
2020,12,53110,DSV Insurance A/S,Operating ratio,70.0
2020,12,53110,DSV Insurance A/S,Relativt afløbsresultat,15.0
2020,12,53111,Fri Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),97.0
2020,12,53111,Fri Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),20.3
2020,12,53111,Fri Forsikring A/S,Combined ratio,117.3
2020,12,53111,Fri Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-18.5
2020,12,53111,Fri Forsikring A/S,Operating ratio,117.3
2020,12,53111,Fri Forsikring A/S,Relativt afløbsresultat,-10.4
2020,12,53113,Maersk Insurance A/S,Bruttoerstatningsprocent (Loss ratio),74.0
2020,12,53113,Maersk Insurance A/S,Bruttoomkostningsprocent (Expense ratio),5.0
2020,12,53113,Maersk Insurance A/S,Combined ratio,104.0
2020,12,53113,Maersk Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),0.0
2020,12,53113,Maersk Insurance A/S,Operating ratio,104.0
2020,12,53113,Maersk Insurance A/S,Relativt afløbsresultat,9.0
2020,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Bruttoerstatningsprocent (Loss ratio),77.0
2020,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Bruttoomkostningsprocent (Expense ratio),23.0
2020,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Combined ratio,100.0
2020,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Egenkapitalforrentning i pct. (Return on equity),0.0
2020,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Operating ratio,100.0
2020,12,53116,Global Dental Insurance A/S (under frivillig likvidation),Relativt afløbsresultat,16.0
2020,12,53117,GEFION FINANS A/S (under konkurs),Bruttoerstatningsprocent (Loss ratio),106.4
2020,12,53117,GEFION FINANS A/S (under konkurs),Bruttoomkostningsprocent (Expense ratio),22.9
2020,12,53117,GEFION FINANS A/S (under konkurs),Combined ratio,111.5
2020,12,53117,GEFION FINANS A/S (under konkurs),Egenkapitalforrentning i pct. (Return on equity),-97.1
2020,12,53117,GEFION FINANS A/S (under konkurs),Operating ratio,111.5
2020,12,53117,GEFION FINANS A/S (under konkurs),Relativt afløbsresultat,-3.9
2020,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Bruttoerstatningsprocent (Loss ratio),124.6
2020,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Bruttoomkostningsprocent (Expense ratio),136.4
2020,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Combined ratio,261.0
2020,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Egenkapitalforrentning i pct. (Return on equity),-9.5
2020,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Operating ratio,26.1
2020,12,53118,"""danmark"" Erhverv, Skadesforsikringsaktieselskab",Relativt afløbsresultat,67.3
2020,12,53119,Domus Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),88.0
2020,12,53119,Domus Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),21.0
2020,12,53119,Domus Forsikring A/S,Combined ratio,111.0
2020,12,53119,Domus Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-61.0
2020,12,53119,Domus Forsikring A/S,Operating ratio,111.0
2020,12,53119,Domus Forsikring A/S,Relativt afløbsresultat,-80.0
2020,12,53120,Amorta Arbejdsskadesforsikringsselskab A/S,Egenkapitalforrentning i pct. (Return on equity),12.0
2020,12,53120,Amorta Arbejdsskadesforsikringsselskab A/S,Relativt afløbsresultat,10.4
2020,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Bruttoerstatningsprocent (Loss ratio),0.0
2020,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Bruttoomkostningsprocent (Expense ratio),0.0
2020,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Combined ratio,0.0
2020,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Egenkapitalforrentning i pct. (Return on equity),0.0
2020,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Operating ratio,0.0
2020,12,53121,Forsikringsselskabet Dansk Sundhedssikring A/S,Relativt afløbsresultat,0.0
2021,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Bruttoerstatningsprocent (Loss ratio),87.6
2021,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Bruttoomkostningsprocent (Expense ratio),25.5
2021,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Combined ratio,116.8
2021,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Egenkapitalforrentning i pct. (Return on equity),7.2
2021,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Operating ratio,116.8
2021,12,50018,ULYKKESFORSIKRINGSFORBUNDET FOR DANSK SØFART. GENSIDIGT FORBUND,Relativt afløbsresultat,3.0
2021,12,50052,NEM Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),60.5
2021,12,50052,NEM Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),44.4
2021,12,50052,NEM Forsikring A/S,Combined ratio,107.4
2021,12,50052,NEM Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-5.5
2021,12,50052,NEM Forsikring A/S,Operating ratio,107.4
2021,12,50052,NEM Forsikring A/S,Relativt afløbsresultat,13.9
2021,12,50099,Lokal Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),56.2
2021,12,50099,Lokal Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),23.7
2021,12,50099,Lokal Forsikring G/S,Combined ratio,89.6
2021,12,50099,Lokal Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),15.4
2021,12,50099,Lokal Forsikring G/S,Operating ratio,89.7
2021,12,50099,Lokal Forsikring G/S,Relativt afløbsresultat,13.4
2021,12,50102,VESTJYLLAND FORSIKRING GS.,Bruttoerstatningsprocent (Loss ratio),64.1
2021,12,50102,VESTJYLLAND FORSIKRING GS.,Bruttoomkostningsprocent (Expense ratio),18.7
2021,12,50102,VESTJYLLAND FORSIKRING GS.,Combined ratio,85.9
2021,12,50102,VESTJYLLAND FORSIKRING GS.,Egenkapitalforrentning i pct. (Return on equity),10.2
2021,12,50102,VESTJYLLAND FORSIKRING GS.,Operating ratio,86.0
2021,12,50102,VESTJYLLAND FORSIKRING GS.,Relativt afløbsresultat,9.6
2021,12,50140,HF-Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),43.6
2021,12,50140,HF-Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),44.8
2021,12,50140,HF-Forsikring G/S,Combined ratio,99.2
2021,12,50140,HF-Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),8.5
2021,12,50140,HF-Forsikring G/S,Operating ratio,99.4
2021,12,50140,HF-Forsikring G/S,Relativt afløbsresultat,11.1
2021,12,50149,Europæiske Rejseforsikring A/S,Bruttoerstatningsprocent (Loss ratio),32.34
2021,12,50149,Europæiske Rejseforsikring A/S,Bruttoomkostningsprocent (Expense ratio),65.15
2021,12,50149,Europæiske Rejseforsikring A/S,Combined ratio,98.61
2021,12,50149,Europæiske Rejseforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),23.62
2021,12,50149,Europæiske Rejseforsikring A/S,Operating ratio,98.57
2021,12,50149,Europæiske Rejseforsikring A/S,Relativt afløbsresultat,1.93
2021,12,50167,Storstrøms Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),66.0
2021,12,50167,Storstrøms Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),26.0
2021,12,50167,Storstrøms Forsikring G/S,Combined ratio,98.0
2021,12,50167,Storstrøms Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),9.0
2021,12,50167,Storstrøms Forsikring G/S,Operating ratio,97.0
2021,12,50167,Storstrøms Forsikring G/S,Relativt afløbsresultat,11.0
2021,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Bruttoerstatningsprocent (Loss ratio),79.0
2021,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Bruttoomkostningsprocent (Expense ratio),50.0
2021,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Combined ratio,129.0
2021,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Egenkapitalforrentning i pct. (Return on equity),5.0
2021,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Operating ratio,129.0
2021,12,50192,Kongeriget Danmarks Hesteforsikring G/S,Relativt afløbsresultat,16.0
2021,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Bruttoerstatningsprocent (Loss ratio),60.47
2021,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Bruttoomkostningsprocent (Expense ratio),31.17
2021,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Combined ratio,99.3
2021,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Egenkapitalforrentning i pct. (Return on equity),4.09
2021,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Operating ratio,99.34
2021,12,50230,Forsikringsselskabet VEJLE BRAND af 1841 g/s,Relativt afløbsresultat,-3.45
2021,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Bruttoerstatningsprocent (Loss ratio),96.8
2021,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Bruttoomkostningsprocent (Expense ratio),28.0
2021,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Combined ratio,115.3
2021,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Egenkapitalforrentning i pct. (Return on equity),0.9
2021,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Operating ratio,115.5
2021,12,50234,Landinspektørernes gensidige Erhvervsansvarsforsikring,Relativt afløbsresultat,-49.7
2021,12,50240,Sønderjysk Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),60.2
2021,12,50240,Sønderjysk Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),24.5
2021,12,50240,Sønderjysk Forsikring G/S,Combined ratio,90.6
2021,12,50240,Sønderjysk Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),12.5
2021,12,50240,Sønderjysk Forsikring G/S,Operating ratio,90.8
2021,12,50240,Sønderjysk Forsikring G/S,Relativt afløbsresultat,-3.9
2021,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Bruttoerstatningsprocent (Loss ratio),71.3
2021,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Bruttoomkostningsprocent (Expense ratio),23.1
2021,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Combined ratio,95.1
2021,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Egenkapitalforrentning i pct. (Return on equity),10.3
2021,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Operating ratio,95.3
2021,12,50253,Aros Forsikring - gensidigt forsikringsselskab,Relativt afløbsresultat,-7.2
2021,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Bruttoerstatningsprocent (Loss ratio),64.0
2021,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Bruttoomkostningsprocent (Expense ratio),30.0
2021,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Combined ratio,100.0
2021,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Egenkapitalforrentning i pct. (Return on equity),2.0
2021,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Operating ratio,100.0
2021,12,50295,GARTNERNES FORSIKRING GS. DANSK JORDBRUG,Relativt afløbsresultat,0.0
2021,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Bruttoerstatningsprocent (Loss ratio),2.0
2021,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Bruttoomkostningsprocent (Expense ratio),163.0
2021,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Combined ratio,164.0
2021,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Egenkapitalforrentning i pct. (Return on equity),2.7
2021,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Operating ratio,164.0
2021,12,50421,Det gensidige forsikringsselskab Dansk Plantageforsikring,Relativt afløbsresultat,3.0
2021,12,50453,NærBrand G/S (Under frivillig likvidation),Bruttoerstatningsprocent (Loss ratio),63.9
2021,12,50453,NærBrand G/S (Under frivillig likvidation),Bruttoomkostningsprocent (Expense ratio),53.0
2021,12,50453,NærBrand G/S (Under frivillig likvidation),Combined ratio,118.7
2021,12,50453,NærBrand G/S (Under frivillig likvidation),Egenkapitalforrentning i pct. (Return on equity),6.6
2021,12,50453,NærBrand G/S (Under frivillig likvidation),Operating ratio,118.7
2021,12,50453,NærBrand G/S (Under frivillig likvidation),Relativt afløbsresultat,-1.3
2021,12,50479,Skibsforsikringen Frederikshavn G/F,Bruttoerstatningsprocent (Loss ratio),41.0
2021,12,50479,Skibsforsikringen Frederikshavn G/F,Bruttoomkostningsprocent (Expense ratio),25.0
2021,12,50479,Skibsforsikringen Frederikshavn G/F,Combined ratio,17.0
2021,12,50479,Skibsforsikringen Frederikshavn G/F,Egenkapitalforrentning i pct. (Return on equity),6.0
2021,12,50479,Skibsforsikringen Frederikshavn G/F,Operating ratio,83.0
2021,12,50479,Skibsforsikringen Frederikshavn G/F,Relativt afløbsresultat,19.0
2021,12,50540,Dansk Jagtforsikring A/S,Bruttoerstatningsprocent (Loss ratio),0.0
2021,12,50540,Dansk Jagtforsikring A/S,Bruttoomkostningsprocent (Expense ratio),0.0
2021,12,50540,Dansk Jagtforsikring A/S,Combined ratio,0.0
2021,12,50540,Dansk Jagtforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),0.0
2021,12,50540,Dansk Jagtforsikring A/S,Operating ratio,0.0
2021,12,50540,Dansk Jagtforsikring A/S,Relativt afløbsresultat,23.0
2021,12,50568,Danske Privatbaners Forsikringsforening G/S,Bruttoerstatningsprocent (Loss ratio),51.0
2021,12,50568,Danske Privatbaners Forsikringsforening G/S,Bruttoomkostningsprocent (Expense ratio),14.0
2021,12,50568,Danske Privatbaners Forsikringsforening G/S,Combined ratio,107.0
2021,12,50568,Danske Privatbaners Forsikringsforening G/S,Egenkapitalforrentning i pct. (Return on equity),-3.0
2021,12,50568,Danske Privatbaners Forsikringsforening G/S,Operating ratio,108.0
2021,12,50568,Danske Privatbaners Forsikringsforening G/S,Relativt afløbsresultat,8.0
2021,12,50580,Dansk Søforsikring G/S (opløst efter frivillig likvidation),Egenkapitalforrentning i pct. (Return on equity),22.0
2021,12,50580,Dansk Søforsikring G/S (opløst efter frivillig likvidation),Relativt afløbsresultat,-33.0
2021,12,50635,Fiskernes Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),168.6
2021,12,50635,Fiskernes Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),36.57
2021,12,50635,Fiskernes Forsikring G/S,Combined ratio,210.81
2021,12,50635,Fiskernes Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),-5.6
2021,12,50635,Fiskernes Forsikring G/S,Operating ratio,210.75
2021,12,50635,Fiskernes Forsikring G/S,Relativt afløbsresultat,-14.69
2021,12,51519,Popermo Forsikring g/s,Bruttoerstatningsprocent (Loss ratio),78.6
2021,12,51519,Popermo Forsikring g/s,Bruttoomkostningsprocent (Expense ratio),15.4
2021,12,51519,Popermo Forsikring g/s,Combined ratio,97.5
2021,12,51519,Popermo Forsikring g/s,Egenkapitalforrentning i pct. (Return on equity),5.2
2021,12,51519,Popermo Forsikring g/s,Operating ratio,98.0
2021,12,51519,Popermo Forsikring g/s,Relativt afløbsresultat,14.2
2021,12,51571,Forsikringsselskabet HIMMERLAND G/S,Bruttoerstatningsprocent (Loss ratio),50.8
2021,12,51571,Forsikringsselskabet HIMMERLAND G/S,Bruttoomkostningsprocent (Expense ratio),23.1
2021,12,51571,Forsikringsselskabet HIMMERLAND G/S,Combined ratio,85.9
2021,12,51571,Forsikringsselskabet HIMMERLAND G/S,Egenkapitalforrentning i pct. (Return on equity),11.7
2021,12,51571,Forsikringsselskabet HIMMERLAND G/S,Operating ratio,86.0
2021,12,51571,Forsikringsselskabet HIMMERLAND G/S,Relativt afløbsresultat,9.7
2021,12,51619,GF Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),62.7
2021,12,51619,GF Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),22.9
2021,12,51619,GF Forsikring A/S,Combined ratio,87.2
2021,12,51619,GF Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),12.4
2021,12,51619,GF Forsikring A/S,Operating ratio,87.3
2021,12,51619,GF Forsikring A/S,Relativt afløbsresultat,13.7
2021,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Bruttoerstatningsprocent (Loss ratio),96.4
2021,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Bruttoomkostningsprocent (Expense ratio),3.4
2021,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Combined ratio,99.8
2021,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Egenkapitalforrentning i pct. (Return on equity),8.4
2021,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Operating ratio,99.9
2021,12,51706,"SYGEFORSIKRINGEN ""DANMARK"", GS",Relativt afløbsresultat,-1.4
2021,12,51777,Thisted Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),60.1
2021,12,51777,Thisted Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),21.0
2021,12,51777,Thisted Forsikring A/S,Combined ratio,86.3
2021,12,51777,Thisted Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),14.7
2021,12,51777,Thisted Forsikring A/S,Operating ratio,86.5
2021,12,51777,Thisted Forsikring A/S,Relativt afløbsresultat,8.8
2021,12,51778,"Købstædernes Forsikring, gensidig",Bruttoerstatningsprocent (Loss ratio),77.4
2021,12,51778,"Købstædernes Forsikring, gensidig",Bruttoomkostningsprocent (Expense ratio),19.5
2021,12,51778,"Købstædernes Forsikring, gensidig",Combined ratio,99.6
2021,12,51778,"Købstædernes Forsikring, gensidig",Egenkapitalforrentning i pct. (Return on equity),16.8
2021,12,51778,"Købstædernes Forsikring, gensidig",Operating ratio,99.6
2021,12,51778,"Købstædernes Forsikring, gensidig",Relativt afløbsresultat,-8.2
2021,12,51949,Forsikringsselskabet Nærsikring A/S,Bruttoerstatningsprocent (Loss ratio),73.3
2021,12,51949,Forsikringsselskabet Nærsikring A/S,Bruttoomkostningsprocent (Expense ratio),14.7
2021,12,51949,Forsikringsselskabet Nærsikring A/S,Combined ratio,88.9
2021,12,51949,Forsikringsselskabet Nærsikring A/S,Egenkapitalforrentning i pct. (Return on equity),5.7
2021,12,51949,Forsikringsselskabet Nærsikring A/S,Operating ratio,89.0
2021,12,51949,Forsikringsselskabet Nærsikring A/S,Relativt afløbsresultat,8.0
2021,12,52009,Topdanmark Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),62.9
2021,12,52009,Topdanmark Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),16.2
2021,12,52009,Topdanmark Forsikring A/S,Combined ratio,80.1
2021,12,52009,Topdanmark Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),33.8
2021,12,52009,Topdanmark Forsikring A/S,Operating ratio,80.1
2021,12,52009,Topdanmark Forsikring A/S,Relativt afløbsresultat,2.5
2021,12,52042,Codan Forsikring A/S (52042),Bruttoerstatningsprocent (Loss ratio),63.4
2021,12,52042,Codan Forsikring A/S (52042),Bruttoomkostningsprocent (Expense ratio),15.9
2021,12,52042,Codan Forsikring A/S (52042),Combined ratio,82.9
2021,12,52042,Codan Forsikring A/S (52042),Egenkapitalforrentning i pct. (Return on equity),25.1
2021,12,52042,Codan Forsikring A/S (52042),Operating ratio,82.9
2021,12,52042,Codan Forsikring A/S (52042),Relativt afløbsresultat,1.3
2021,12,53028,Bornholms Brandforsikring A/S,Bruttoerstatningsprocent (Loss ratio),66.0
2021,12,53028,Bornholms Brandforsikring A/S,Bruttoomkostningsprocent (Expense ratio),21.1
2021,12,53028,Bornholms Brandforsikring A/S,Combined ratio,91.0
2021,12,53028,Bornholms Brandforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),5.4
2021,12,53028,Bornholms Brandforsikring A/S,Operating ratio,91.0
2021,12,53028,Bornholms Brandforsikring A/S,Relativt afløbsresultat,-4.1
2021,12,53040,LB Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),77.5
2021,12,53040,LB Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),17.0
2021,12,53040,LB Forsikring A/S,Combined ratio,96.0
2021,12,53040,LB Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),12.0
2021,12,53040,LB Forsikring A/S,Operating ratio,96.3
2021,12,53040,LB Forsikring A/S,Relativt afløbsresultat,-1.3
2021,12,53053,PenSam Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),73.4
2021,12,53053,PenSam Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),27.8
2021,12,53053,PenSam Forsikring A/S,Combined ratio,106.4
2021,12,53053,PenSam Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),-12.8
2021,12,53053,PenSam Forsikring A/S,Operating ratio,106.4
2021,12,53053,PenSam Forsikring A/S,Relativt afløbsresultat,-60.3
2021,12,53055,Concordia Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),61.3
2021,12,53055,Concordia Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),14.4
2021,12,53055,Concordia Forsikring A/S,Combined ratio,86.9
2021,12,53055,Concordia Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),9.7
2021,12,53055,Concordia Forsikring A/S,Operating ratio,87.1
2021,12,53055,Concordia Forsikring A/S,Relativt afløbsresultat,13.9
2021,12,53065,Borealis Insurance A/S (captive insurance company),Bruttoerstatningsprocent (Loss ratio),711.0
2021,12,53065,Borealis Insurance A/S (captive insurance company),Bruttoomkostningsprocent (Expense ratio),1.0
2021,12,53065,Borealis Insurance A/S (captive insurance company),Combined ratio,228.0
2021,12,53065,Borealis Insurance A/S (captive insurance company),Egenkapitalforrentning i pct. (Return on equity),-30.0
2021,12,53065,Borealis Insurance A/S (captive insurance company),Operating ratio,228.0
2021,12,53065,Borealis Insurance A/S (captive insurance company),Relativt afløbsresultat,0.0
2021,12,53070,Tryg Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),67.4
2021,12,53070,Tryg Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),14.7
2021,12,53070,Tryg Forsikring A/S,Combined ratio,85.1
2021,12,53070,Tryg Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),23.2
2021,12,53070,Tryg Forsikring A/S,Operating ratio,85.1
2021,12,53070,Tryg Forsikring A/S,Relativt afløbsresultat,4.1
2021,12,53074,Forsikringsselskabet PrivatSikring A/S,Bruttoerstatningsprocent (Loss ratio),48.5
2021,12,53074,Forsikringsselskabet PrivatSikring A/S,Bruttoomkostningsprocent (Expense ratio),42.5
2021,12,53074,Forsikringsselskabet PrivatSikring A/S,Combined ratio,92.4
2021,12,53074,Forsikringsselskabet PrivatSikring A/S,Egenkapitalforrentning i pct. (Return on equity),6.7
2021,12,53074,Forsikringsselskabet PrivatSikring A/S,Operating ratio,92.4
2021,12,53074,Forsikringsselskabet PrivatSikring A/S,Relativt afløbsresultat,13.0
2021,12,53086,Alm. Brand Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),69.1
2021,12,53086,Alm. Brand Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),17.3
2021,12,53086,Alm. Brand Forsikring A/S,Combined ratio,85.1
2021,12,53086,Alm. Brand Forsikring A/S,Egenkapitalforrentning i pct. (Return on equity),31.2
2021,12,53086,Alm. Brand Forsikring A/S,Operating ratio,85.1
2021,12,53086,Alm. Brand Forsikring A/S,Relativt afløbsresultat,2.9
2021,12,53087,Dansk Boligforsikring A/S,Bruttoerstatningsprocent (Loss ratio),42.1
2021,12,53087,Dansk Boligforsikring A/S,Bruttoomkostningsprocent (Expense ratio),23.8
2021,12,53087,Dansk Boligforsikring A/S,Combined ratio,66.8
2021,12,53087,Dansk Boligforsikring A/S,Egenkapitalforrentning i pct. (Return on equity),39.6
2021,12,53087,Dansk Boligforsikring A/S,Operating ratio,66.8
2021,12,53087,Dansk Boligforsikring A/S,Relativt afløbsresultat,7.7
2021,12,53092,Carlsberg Captive Insurance Company A/S,Bruttoerstatningsprocent (Loss ratio),1.0
2021,12,53092,Carlsberg Captive Insurance Company A/S,Bruttoomkostningsprocent (Expense ratio),13.5
2021,12,53092,Carlsberg Captive Insurance Company A/S,Combined ratio,14.5
2021,12,53092,Carlsberg Captive Insurance Company A/S,Egenkapitalforrentning i pct. (Return on equity),9.1
2021,12,53092,Carlsberg Captive Insurance Company A/S,Operating ratio,14.5
2021,12,53092,Carlsberg Captive Insurance Company A/S,Relativt afløbsresultat,0.0
2021,12,53093,Arriva Insurance A/S,Bruttoerstatningsprocent (Loss ratio),12.0
2021,12,53093,Arriva Insurance A/S,Bruttoomkostningsprocent (Expense ratio),10.0
2021,12,53093,Arriva Insurance A/S,Combined ratio,36.0
2021,12,53093,Arriva Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),23.0
2021,12,53093,Arriva Insurance A/S,Operating ratio,36.0
2021,12,53093,Arriva Insurance A/S,Relativt afløbsresultat,8.0
2021,12,53095,Dansk Musiker Forbund Forsikring G/S,Bruttoerstatningsprocent (Loss ratio),34.9
2021,12,53095,Dansk Musiker Forbund Forsikring G/S,Bruttoomkostningsprocent (Expense ratio),50.1
2021,12,53095,Dansk Musiker Forbund Forsikring G/S,Combined ratio,88.0
2021,12,53095,Dansk Musiker Forbund Forsikring G/S,Egenkapitalforrentning i pct. (Return on equity),5.4
2021,12,53095,Dansk Musiker Forbund Forsikring G/S,Operating ratio,88.0
2021,12,53095,Dansk Musiker Forbund Forsikring G/S,Relativt afløbsresultat,-0.3
2021,12,53099,MELES Insurance A/S (captive insurance company),Bruttoerstatningsprocent (Loss ratio),77.0
2021,12,53099,MELES Insurance A/S (captive insurance company),Bruttoomkostningsprocent (Expense ratio),7.0
2021,12,53099,MELES Insurance A/S (captive insurance company),Combined ratio,89.0
2021,12,53099,MELES Insurance A/S (captive insurance company),Egenkapitalforrentning i pct. (Return on equity),6.0
2021,12,53099,MELES Insurance A/S (captive insurance company),Operating ratio,89.0
2021,12,53099,MELES Insurance A/S (captive insurance company),Relativt afløbsresultat,12.0
2021,12,53100,Ørsted Insurance A/S,Bruttoerstatningsprocent (Loss ratio),-33.2
2021,12,53100,Ørsted Insurance A/S,Bruttoomkostningsprocent (Expense ratio),-9.9
2021,12,53100,Ørsted Insurance A/S,Combined ratio,14.6
2021,12,53100,Ørsted Insurance A/S,Egenkapitalforrentning i pct. (Return on equity),4.7
2021,12,53100,Ørsted Insurance A/S,Operating ratio,10.9
2021,12,53100,Ørsted Insurance A/S,Relativt afløbsresultat,25.2
2021,12,53101,Salling Group Forsikring A/S,Bruttoerstatningsprocent (Loss ratio),57.3
2021,12,53101,Salling Group Forsikring A/S,Bruttoomkostningsprocent (Expense ratio),14.0
